listing_id,seller_id,listed_date,category,price
L0034632,S004447,2025-03-21,Beauty,95.67
L0034633,S004447,2025-03-26,Beauty,27.27
L0034634,S004447,2025-03-14,Beauty,59.83
L0034635,S004447,2025-03-22,Beauty,56.54
L0034636,S004447,2025-03-12,Beauty,22.55
L0034637,S004447,2025-03-11,Beauty,31.99
L0034638,S004447,2025-03-28,Beauty,67.93
L0034639,S004447,2025-03-31,Beauty,83.18
L0034640,S004448,2025-08-11,Beauty,49.35
L0034641,S004448,2025-08-09,Beauty,94.73
L0034642,S004448,2025-08-18,Beauty,88.75
L0034643,S004448,2025-08-17,Beauty,62.42
L0034644,S004448,2025-07-24,Beauty,98.88
L0034645,S004448,2025-08-18,Beauty,101.9
L0034646,S004448,2025-08-02,Beauty,85.88
L0034647,S004449,2025-12-13,Books,29.22
L0034648,S004449,2025-12-09,Books,34.22
L0034649,S004449,2025-11-25,Books,39.07
L0034650,S004449,2025-12-13,Books,45.92
L0034651,S004449,2025-12-23,Books,50.98
L0034652,S004449,2025-11-30,Books,190.72
L0034653,S004449,2025-12-20,Books,92.5
L0034654,S004449,2025-11-30,Books,37.05
L0034655,S004449,2025-12-01,Books,35.1
L0034656,S004449,2025-12-02,Books,49.0
L0034657,S004449,2025-12-19,Books,33.51
L0034658,S004449,2025-12-23,Books,47.46
L0034659,S004449,2025-12-17,Books,38.61
L0034660,S004449,2025-12-06,Books,90.26
L0034661,S004450,2025-12-09,Automotive Parts,20.79
L0034662,S004450,2025-11-30,Automotive Parts,37.22
L0034663,S004450,2025-11-21,Automotive Parts,97.56
L0034664,S004450,2025-11-18,Automotive Parts,57.14
L0034665,S004450,2025-12-01,Automotive Parts,179.23
L0034666,S004450,2025-12-08,Automotive Parts,93.96
L0034667,S004450,2025-11-24,Automotive Parts,38.41
L0034668,S004450,2025-12-06,Automotive Parts,24.48
L0034669,S004450,2025-12-01,Automotive Parts,31.14
L0034670,S004450,2025-12-05,Automotive Parts,32.92
L0034671,S004450,2025-11-29,Automotive Parts,142.22
L0034672,S004450,2025-12-02,Automotive Parts,21.36
L0034673,S004451,2025-04-23,Electronics,199.99
L0034674,S004451,2025-04-15,Jewelry,199.99
L0034675,S004451,2025-04-09,Electronics,499.99
L0034676,S004451,2025-04-24,Jewelry,499.99
L0034677,S004451,2025-04-26,Jewelry,99.99
L0034678,S004451,2025-04-30,Electronics,199.99
L0034679,S004451,2025-04-24,Electronics,999.99
L0034680,S004451,2025-04-19,Jewelry,49.99
L0034681,S004451,2025-04-18,Electronics,49.99
L0034682,S004451,2025-04-13,Electronics,499.99
L0034683,S004451,2025-04-13,Jewelry,999.99
L0034684,S004451,2025-04-04,Jewelry,99.99
L0034685,S004451,2025-04-03,Jewelry,99.99
L0034686,S004451,2025-05-02,Electronics,99.99
L0034687,S004451,2025-04-24,Electronics,49.99
L0034688,S004451,2025-04-16,Electronics,199.99
L0034689,S004451,2025-04-17,Jewelry,199.99
L0034690,S004451,2025-04-17,Jewelry,999.99
L0034691,S004451,2025-04-08,Jewelry,999.99
L0034692,S004451,2025-04-08,Electronics,499.99
L0034693,S004452,2025-07-15,Electronics,68.54
L0034694,S004452,2025-07-11,Electronics,55.5
L0034695,S004452,2025-07-18,Electronics,73.47
L0034696,S004452,2025-07-03,Electronics,35.22
L0034697,S004452,2025-06-24,Electronics,9.56
L0034698,S004452,2025-07-06,Electronics,39.37
L0034699,S004452,2025-07-03,Electronics,36.2
L0034700,S004452,2025-07-15,Electronics,17.65
L0034701,S004452,2025-07-16,Electronics,40.41
L0034702,S004452,2025-07-15,Electronics,66.69
L0034703,S004452,2025-07-14,Electronics,11.18
L0034704,S004453,2025-09-18,Home & Kitchen,70.56
L0034705,S004453,2025-09-22,Home & Kitchen,17.7
L0034706,S004453,2025-09-26,Home & Kitchen,29.96
L0034707,S004453,2025-09-16,Home & Kitchen,75.6
L0034708,S004453,2025-09-19,Home & Kitchen,31.81
L0034709,S004453,2025-09-18,Home & Kitchen,18.35
L0034710,S004453,2025-09-30,Home & Kitchen,45.87
L0034711,S004454,2025-08-15,Home & Kitchen,186.7
L0034712,S004454,2025-09-07,Home & Kitchen,63.04
L0034713,S004454,2025-08-14,Home & Kitchen,89.46
L0034714,S004454,2025-08-19,Home & Kitchen,77.19
L0034715,S004454,2025-08-29,Home & Kitchen,91.23
L0034716,S004454,2025-09-05,Home & Kitchen,13.03
L0034717,S004454,2025-08-31,Home & Kitchen,79.78
L0034718,S004454,2025-08-24,Home & Kitchen,131.92
L0034719,S004454,2025-08-18,Home & Kitchen,63.5
L0034720,S004455,2025-01-29,Home & Kitchen,48.0
L0034721,S004455,2025-02-21,Home & Kitchen,62.07
L0034722,S004455,2025-02-06,Home & Kitchen,25.41
L0034723,S004455,2025-02-19,Home & Kitchen,53.07
L0034724,S004455,2025-02-01,Home & Kitchen,110.72
L0034725,S004455,2025-02-18,Home & Kitchen,35.04
L0034726,S004455,2025-02-19,Home & Kitchen,25.95
L0034727,S004455,2025-01-26,Home & Kitchen,69.13
L0034728,S004455,2025-02-16,Home & Kitchen,97.4
L0034729,S004455,2025-02-06,Home & Kitchen,37.71
L0034730,S004455,2025-01-26,Home & Kitchen,117.99
L0034731,S004455,2025-02-21,Home & Kitchen,16.39
L0034732,S004455,2025-02-05,Home & Kitchen,28.62
L0034733,S004456,2025-08-07,Beauty,34.87
L0034734,S004457,2025-01-26,Books,70.29
L0034735,S004457,2025-01-16,Books,91.56
L0034736,S004457,2025-01-25,Books,87.26
L0034737,S004457,2025-02-08,Books,56.47
L0034738,S004457,2025-02-12,Books,8.08
L0034739,S004457,2025-02-10,Books,76.59
L0034740,S004457,2025-02-08,Books,71.82
L0034741,S004457,2025-02-01,Books,21.08
L0034742,S004457,2025-02-09,Books,17.5
L0034743,S004457,2025-01-28,Books,42.01
L0034744,S004458,2025-02-23,Grocery,99.36
L0034745,S004458,2025-02-26,Grocery,31.72
L0034746,S004458,2025-03-13,Grocery,23.58
L0034747,S004458,2025-02-20,Grocery,24.58
L0034748,S004458,2025-03-08,Grocery,99.03
L0034749,S004458,2025-02-14,Grocery,75.25
L0034750,S004458,2025-02-19,Grocery,17.31
L0034751,S004459,2025-09-15,Automotive Parts,39.69
L0034752,S004459,2025-09-14,Automotive Parts,159.8
L0034753,S004459,2025-09-02,Automotive Parts,42.75
L0034754,S004460,2025-02-11,Grocery,36.47
L0034755,S004460,2025-03-08,Grocery,24.36
L0034756,S004460,2025-02-17,Grocery,51.01
L0034757,S004460,2025-03-05,Grocery,54.48
L0034758,S004461,2025-05-11,Home & Kitchen,84.15
L0034759,S004461,2025-05-28,Home & Kitchen,27.28
L0034760,S004461,2025-05-04,Home & Kitchen,99.44
L0034761,S004461,2025-05-31,Home & Kitchen,87.87
L0034762,S004461,2025-05-25,Home & Kitchen,107.56
L0034763,S004461,2025-05-29,Home & Kitchen,63.03
L0034764,S004462,2025-08-06,Fashion,55.89
L0034765,S004462,2025-08-19,Fashion,40.35
L0034766,S004462,2025-08-29,Fashion,46.1
L0034767,S004462,2025-08-19,Fashion,53.15
L0034768,S004462,2025-08-26,Fashion,22.1
L0034769,S004462,2025-08-12,Fashion,24.28
L0034770,S004463,2025-09-07,Beauty,37.76
L0034771,S004463,2025-09-16,Beauty,36.95
L0034772,S004463,2025-09-26,Beauty,28.25
L0034773,S004463,2025-09-01,Beauty,36.45
L0034774,S004464,2025-06-26,Grocery,93.09
L0034775,S004464,2025-07-06,Grocery,81.67
L0034776,S004464,2025-06-18,Grocery,43.97
L0034777,S004464,2025-06-30,Grocery,77.74
L0034778,S004464,2025-06-20,Grocery,54.52
L0034779,S004465,2025-02-22,Automotive Parts,28.21
L0034780,S004465,2025-03-02,Automotive Parts,47.27
L0034781,S004465,2025-03-04,Automotive Parts,59.56
L0034782,S004465,2025-02-20,Automotive Parts,26.41
L0034783,S004465,2025-03-04,Automotive Parts,22.23
L0034784,S004465,2025-03-03,Automotive Parts,10.63
L0034785,S004465,2025-02-26,Automotive Parts,55.95
L0034786,S004465,2025-02-27,Automotive Parts,46.46
L0034787,S004465,2025-02-15,Automotive Parts,15.02
L0034788,S004466,2025-11-01,Beauty,156.05
L0034789,S004466,2025-11-17,Beauty,123.99
L0034790,S004466,2025-11-16,Beauty,81.71
L0034791,S004466,2025-11-14,Beauty,15.25
L0034792,S004466,2025-10-29,Beauty,80.33
L0034793,S004466,2025-10-19,Beauty,54.22
L0034794,S004466,2025-11-09,Beauty,72.76
L0034795,S004466,2025-11-15,Beauty,36.52
L0034796,S004466,2025-10-30,Beauty,65.63
L0034797,S004466,2025-11-01,Beauty,149.74
L0034798,S004466,2025-11-01,Beauty,27.49
L0034799,S004466,2025-10-19,Beauty,88.1
L0034800,S004467,2026-01-02,Fashion,62.81
L0034801,S004467,2025-12-16,Fashion,57.89
L0034802,S004467,2025-12-26,Fashion,56.63
L0034803,S004468,2025-12-17,Electronics,58.9
L0034804,S004468,2025-11-29,Electronics,151.68
L0034805,S004468,2025-12-05,Electronics,11.41
L0034806,S004469,2025-10-10,Electronics,231.23
L0034807,S004470,2025-05-29,Books,51.66
L0034808,S004470,2025-06-08,Books,19.16
L0034809,S004470,2025-06-09,Books,15.0
L0034810,S004470,2025-06-16,Books,40.07
L0034811,S004470,2025-06-03,Books,30.37
L0034812,S004470,2025-06-12,Books,95.33
L0034813,S004470,2025-06-09,Books,14.82
L0034814,S004470,2025-06-22,Books,21.56
L0034815,S004470,2025-06-11,Books,83.64
L0034816,S004470,2025-06-23,Books,31.23
L0034817,S004470,2025-06-06,Books,46.14
L0034818,S004470,2025-06-05,Books,107.2
L0034819,S004470,2025-06-22,Books,174.17
L0034820,S004470,2025-06-15,Books,34.99
L0034821,S004471,2025-11-17,Sports,69.19
L0034822,S004471,2025-11-16,Sports,32.88
L0034823,S004471,2025-11-23,Sports,40.98
L0034824,S004471,2025-12-08,Sports,52.79
L0034825,S004471,2025-12-14,Sports,40.3
L0034826,S004471,2025-12-06,Sports,51.12
L0034827,S004471,2025-11-24,Sports,38.62
L0034828,S004471,2025-11-26,Sports,32.83
L0034829,S004471,2025-11-28,Sports,71.31
L0034830,S004471,2025-11-17,Sports,94.27
L0034831,S004472,2025-07-02,Books,44.11
L0034832,S004472,2025-07-08,Books,48.08
L0034833,S004472,2025-07-23,Books,46.21
L0034834,S004472,2025-07-27,Books,170.85
L0034835,S004472,2025-06-30,Books,71.64
L0034836,S004472,2025-07-01,Books,43.44
L0034837,S004472,2025-07-25,Books,115.23
L0034838,S004472,2025-07-03,Books,53.96
L0034839,S004472,2025-07-22,Books,54.27
L0034840,S004472,2025-07-15,Books,31.23
L0034841,S004472,2025-07-12,Books,8.11
L0034842,S004472,2025-07-14,Books,61.97
L0034843,S004472,2025-07-23,Books,46.28
L0034844,S004473,2025-02-24,Electronics,499.99
L0034845,S004473,2025-03-02,Electronics,499.99
L0034846,S004473,2025-03-13,Jewelry,999.99
L0034847,S004473,2025-03-16,Electronics,199.99
L0034848,S004473,2025-03-04,Electronics,99.99
L0034849,S004473,2025-03-11,Jewelry,99.99
L0034850,S004473,2025-03-18,Electronics,499.99
L0034851,S004473,2025-03-09,Electronics,999.99
L0034852,S004473,2025-03-06,Electronics,999.99
L0034853,S004473,2025-02-19,Electronics,999.99
L0034854,S004473,2025-03-18,Electronics,499.99
L0034855,S004473,2025-02-27,Electronics,99.99
L0034856,S004473,2025-03-08,Jewelry,99.99
L0034857,S004473,2025-03-03,Electronics,99.99
L0034858,S004473,2025-03-19,Electronics,99.99
L0034859,S004473,2025-02-28,Electronics,999.99
L0034860,S004473,2025-03-02,Jewelry,499.99
L0034861,S004473,2025-03-01,Electronics,199.99
L0034862,S004473,2025-02-23,Electronics,99.99
L0034863,S004473,2025-02-24,Electronics,499.99
L0034864,S004473,2025-02-23,Electronics,499.99
L0034865,S004473,2025-03-09,Electronics,99.99
L0034866,S004473,2025-03-04,Electronics,999.99
L0034867,S004473,2025-03-12,Jewelry,199.99
L0034868,S004473,2025-03-10,Electronics,199.99
L0034869,S004473,2025-03-01,Jewelry,999.99
L0034870,S004473,2025-03-15,Jewelry,99.99
L0034871,S004473,2025-02-24,Jewelry,999.99
L0034872,S004473,2025-03-10,Jewelry,99.99
L0034873,S004474,2025-11-11,Toys,131.66
L0034874,S004474,2025-11-11,Toys,43.62
L0034875,S004474,2025-11-28,Toys,63.23
L0034876,S004474,2025-11-09,Toys,77.38
L0034877,S004475,2025-05-24,Fashion,40.94
L0034878,S004475,2025-05-15,Fashion,51.45
L0034879,S004475,2025-05-12,Fashion,18.43
L0034880,S004475,2025-05-06,Fashion,30.29
L0034881,S004475,2025-05-22,Fashion,43.35
L0034882,S004475,2025-05-15,Fashion,35.17
L0034883,S004475,2025-05-21,Fashion,100.49
L0034884,S004475,2025-05-20,Fashion,38.24
L0034885,S004475,2025-05-05,Fashion,36.69
L0034886,S004475,2025-05-05,Fashion,78.48
L0034887,S004475,2025-05-11,Fashion,7.3
L0034888,S004475,2025-05-21,Fashion,71.53
L0034889,S004475,2025-05-12,Fashion,145.56
L0034890,S004475,2025-05-16,Fashion,89.52
L0034891,S004476,2025-12-13,Beauty,20.3
L0034892,S004476,2025-12-21,Beauty,55.35
L0034893,S004476,2025-12-20,Beauty,30.37
L0034894,S004476,2026-01-05,Beauty,56.09
L0034895,S004476,2026-01-07,Beauty,48.53
L0034896,S004476,2025-12-16,Beauty,52.89
L0034897,S004476,2025-12-26,Beauty,20.6
L0034898,S004477,2025-05-22,Books,46.7
L0034899,S004477,2025-06-01,Books,43.6
L0034900,S004477,2025-05-18,Books,42.67
L0034901,S004477,2025-06-08,Books,83.58
L0034902,S004477,2025-05-27,Books,17.95
L0034903,S004477,2025-05-15,Books,292.89
L0034904,S004477,2025-06-08,Books,50.28
L0034905,S004477,2025-06-12,Books,69.53
L0034906,S004477,2025-05-26,Books,59.41
L0034907,S004477,2025-06-11,Books,79.25
L0034908,S004477,2025-05-31,Books,59.05
L0034909,S004477,2025-06-11,Books,161.36
L0034910,S004478,2025-12-02,Home & Kitchen,25.43
L0034911,S004478,2025-12-06,Home & Kitchen,21.17
L0034912,S004478,2025-11-29,Home & Kitchen,39.93
L0034913,S004478,2025-12-02,Home & Kitchen,62.93
L0034914,S004478,2025-12-04,Home & Kitchen,67.08
L0034915,S004479,2025-08-02,Books,91.37
L0034916,S004479,2025-08-13,Books,37.87
L0034917,S004479,2025-07-16,Books,19.19
L0034918,S004479,2025-07-25,Books,159.42
L0034919,S004479,2025-08-14,Books,16.15
L0034920,S004479,2025-08-05,Books,38.62
L0034921,S004479,2025-07-24,Books,43.79
L0034922,S004479,2025-07-31,Books,24.75
L0034923,S004480,2025-06-21,Jewelry,499.99
L0034924,S004480,2025-06-29,Jewelry,499.99
L0034925,S004480,2025-07-12,Electronics,199.99
L0034926,S004480,2025-06-20,Electronics,499.99
L0034927,S004480,2025-07-17,Electronics,199.99
L0034928,S004480,2025-07-02,Electronics,499.99
L0034929,S004480,2025-06-29,Electronics,99.99
L0034930,S004480,2025-07-10,Electronics,199.99
L0034931,S004480,2025-06-23,Jewelry,49.99
L0034932,S004480,2025-07-04,Jewelry,999.99
L0034933,S004481,2025-04-19,Electronics,199.99
L0034934,S004481,2025-05-01,Electronics,199.99
L0034935,S004481,2025-05-14,Electronics,499.99
L0034936,S004481,2025-05-07,Jewelry,199.99
L0034937,S004481,2025-05-02,Electronics,199.99
L0034938,S004481,2025-04-30,Jewelry,199.99
L0034939,S004481,2025-04-29,Jewelry,99.99
L0034940,S004481,2025-05-12,Electronics,99.99
L0034941,S004481,2025-05-07,Electronics,999.99
L0034942,S004481,2025-05-13,Electronics,99.99
L0034943,S004482,2025-11-22,Toys,100.72
L0034944,S004482,2025-11-05,Toys,32.34
L0034945,S004482,2025-11-17,Toys,42.14
L0034946,S004483,2025-02-07,Beauty,48.07
L0034947,S004484,2025-07-08,Fashion,34.52
L0034948,S004484,2025-07-15,Fashion,47.19
L0034949,S004484,2025-07-17,Fashion,70.23
L0034950,S004484,2025-07-06,Fashion,43.73
L0034951,S004484,2025-07-09,Fashion,45.89
L0034952,S004484,2025-07-17,Fashion,26.11
L0034953,S004484,2025-07-03,Fashion,43.99
L0034954,S004484,2025-07-19,Fashion,47.65
L0034955,S004484,2025-07-20,Fashion,37.68
L0034956,S004484,2025-07-02,Fashion,32.98
L0034957,S004484,2025-07-03,Fashion,7.98
L0034958,S004484,2025-07-18,Fashion,28.56
L0034959,S004484,2025-07-02,Fashion,55.44
L0034960,S004485,2025-05-24,Sports,55.85
L0034961,S004485,2025-06-12,Sports,53.96
L0034962,S004485,2025-06-12,Sports,94.11
L0034963,S004485,2025-05-25,Sports,24.86
L0034964,S004485,2025-06-07,Sports,25.58
L0034965,S004485,2025-06-03,Sports,41.46
L0034966,S004486,2025-07-19,Automotive Parts,75.94
L0034967,S004486,2025-08-07,Automotive Parts,64.38
L0034968,S004486,2025-07-29,Automotive Parts,26.52
L0034969,S004486,2025-07-18,Automotive Parts,82.22
L0034970,S004486,2025-08-06,Automotive Parts,80.5
L0034971,S004486,2025-08-07,Automotive Parts,88.87
L0034972,S004486,2025-08-02,Automotive Parts,55.84
L0034973,S004486,2025-07-23,Automotive Parts,17.12
L0034974,S004486,2025-08-16,Automotive Parts,40.4
L0034975,S004486,2025-08-04,Automotive Parts,41.37
L0034976,S004486,2025-08-04,Automotive Parts,30.98
L0034977,S004486,2025-07-25,Automotive Parts,25.81
L0034978,S004486,2025-08-07,Automotive Parts,47.76
L0034979,S004487,2025-04-28,Books,30.98
L0034980,S004487,2025-04-19,Books,25.55
L0034981,S004487,2025-04-16,Books,37.55
L0034982,S004487,2025-04-21,Books,38.32
L0034983,S004487,2025-04-30,Books,60.9
L0034984,S004488,2025-09-23,Grocery,64.4
L0034985,S004488,2025-09-20,Grocery,51.59
L0034986,S004489,2025-05-24,Jewelry,113.43
L0034987,S004489,2025-06-17,Jewelry,40.16
L0034988,S004489,2025-06-14,Jewelry,89.9
L0034989,S004489,2025-05-26,Jewelry,21.81
L0034990,S004489,2025-06-15,Jewelry,71.97
L0034991,S004489,2025-06-05,Jewelry,43.68
L0034992,S004489,2025-05-23,Jewelry,32.36
L0034993,S004489,2025-05-28,Jewelry,49.9
L0034994,S004489,2025-06-03,Jewelry,49.33
L0034995,S004490,2025-03-17,Electronics,104.3
L0034996,S004490,2025-03-20,Electronics,47.59
L0034997,S004490,2025-03-26,Electronics,40.51
L0034998,S004490,2025-03-29,Electronics,105.15
L0034999,S004490,2025-03-30,Electronics,64.19
L0035000,S004490,2025-03-30,Electronics,19.89
L0035001,S004491,2025-04-01,Grocery,66.38
L0035002,S004491,2025-03-21,Grocery,9.26
L0035003,S004491,2025-04-03,Grocery,111.14
L0035004,S004491,2025-03-21,Grocery,43.85
L0035005,S004491,2025-04-07,Grocery,51.31
L0035006,S004491,2025-03-31,Grocery,41.14
L0035007,S004491,2025-04-06,Grocery,132.12
L0035008,S004491,2025-04-04,Grocery,107.52
L0035009,S004491,2025-04-02,Grocery,41.36
L0035010,S004491,2025-04-02,Grocery,46.37
L0035011,S004491,2025-04-11,Grocery,34.73
L0035012,S004491,2025-03-29,Grocery,61.48
L0035013,S004491,2025-04-10,Grocery,57.56
L0035014,S004491,2025-04-05,Grocery,58.65
L0035015,S004492,2025-10-10,Home & Kitchen,28.5
L0035016,S004492,2025-09-26,Home & Kitchen,34.76
L0035017,S004492,2025-09-23,Home & Kitchen,17.6
L0035018,S004492,2025-09-17,Home & Kitchen,115.71
L0035019,S004493,2025-04-25,Books,18.48
L0035020,S004493,2025-04-08,Books,80.29
L0035021,S004493,2025-04-25,Books,151.39
L0035022,S004493,2025-04-28,Books,19.34
L0035023,S004493,2025-04-16,Books,35.95
L0035024,S004493,2025-04-14,Books,125.8
L0035025,S004493,2025-05-01,Books,60.12
L0035026,S004493,2025-05-04,Books,83.51
L0035027,S004494,2025-05-19,Automotive Parts,42.92
L0035028,S004494,2025-05-07,Automotive Parts,36.74
L0035029,S004494,2025-05-11,Automotive Parts,40.03
L0035030,S004494,2025-05-01,Automotive Parts,49.48
L0035031,S004494,2025-05-16,Automotive Parts,118.86
L0035032,S004494,2025-05-12,Automotive Parts,20.12
L0035033,S004494,2025-05-03,Automotive Parts,73.36
L0035034,S004494,2025-04-23,Automotive Parts,58.95
L0035035,S004494,2025-05-19,Automotive Parts,71.42
L0035036,S004494,2025-05-20,Automotive Parts,33.12
L0035037,S004495,2025-09-09,Jewelry,14.31
L0035038,S004495,2025-08-18,Jewelry,49.01
L0035039,S004495,2025-08-18,Jewelry,42.16
L0035040,S004495,2025-09-14,Jewelry,98.21
L0035041,S004495,2025-09-03,Jewelry,40.54
L0035042,S004495,2025-08-17,Jewelry,47.82
L0035043,S004495,2025-09-06,Jewelry,46.5
L0035044,S004495,2025-09-02,Jewelry,35.31
L0035045,S004496,2025-05-02,Toys,16.75
L0035046,S004496,2025-05-08,Toys,29.15
L0035047,S004496,2025-05-19,Toys,23.09
L0035048,S004496,2025-05-16,Toys,69.79
L0035049,S004497,2025-05-24,Jewelry,22.07
L0035050,S004497,2025-06-05,Jewelry,14.72
L0035051,S004497,2025-06-14,Jewelry,58.61
L0035052,S004497,2025-06-12,Jewelry,152.66
L0035053,S004497,2025-05-25,Jewelry,50.37
L0035054,S004498,2025-04-14,Books,27.34
L0035055,S004499,2025-05-26,Fashion,28.79
L0035056,S004499,2025-06-04,Fashion,84.28
L0035057,S004499,2025-05-10,Fashion,75.38
L0035058,S004499,2025-05-17,Fashion,58.62
L0035059,S004499,2025-06-04,Fashion,76.58
L0035060,S004499,2025-05-11,Fashion,36.1
L0035061,S004499,2025-05-27,Fashion,31.02
L0035062,S004500,2025-10-06,Home & Kitchen,67.28
L0035063,S004500,2025-09-28,Home & Kitchen,61.73
L0035064,S004500,2025-10-01,Home & Kitchen,98.52
L0035065,S004500,2025-10-02,Home & Kitchen,6.99
L0035066,S004500,2025-09-25,Home & Kitchen,53.58
L0035067,S004500,2025-09-13,Home & Kitchen,64.78
L0035068,S004500,2025-10-08,Home & Kitchen,66.21
L0035069,S004500,2025-10-01,Home & Kitchen,18.94
L0035070,S004500,2025-10-04,Home & Kitchen,13.75
L0035071,S004500,2025-09-30,Home & Kitchen,45.49
L0035072,S004500,2025-10-08,Home & Kitchen,48.14
L0035073,S004501,2025-08-03,Automotive Parts,130.2
L0035074,S004501,2025-07-25,Automotive Parts,41.3
L0035075,S004502,2026-01-06,Automotive Parts,14.7
L0035076,S004503,2025-10-12,Jewelry,92.79
L0035077,S004503,2025-10-12,Jewelry,22.02
L0035078,S004503,2025-10-17,Jewelry,35.32
L0035079,S004503,2025-10-21,Jewelry,46.25
L0035080,S004503,2025-10-10,Jewelry,31.88
L0035081,S004503,2025-11-02,Jewelry,33.19
L0035082,S004503,2025-10-11,Jewelry,55.48
L0035083,S004504,2025-01-24,Beauty,87.28
L0035084,S004504,2025-01-10,Beauty,13.77
L0035085,S004504,2025-01-25,Beauty,57.23
L0035086,S004504,2025-02-01,Beauty,122.54
L0035087,S004504,2025-02-04,Beauty,9.89
L0035088,S004504,2025-01-07,Beauty,21.73
L0035089,S004504,2025-01-14,Beauty,20.16
L0035090,S004504,2025-01-21,Beauty,75.84
L0035091,S004504,2025-01-19,Beauty,14.99
L0035092,S004505,2025-05-27,Beauty,33.9
L0035093,S004505,2025-06-08,Beauty,37.4
L0035094,S004506,2025-05-12,Jewelry,60.23
L0035095,S004507,2025-08-21,Electronics,50.65
L0035096,S004507,2025-08-09,Electronics,54.76
L0035097,S004507,2025-08-08,Electronics,29.31
L0035098,S004507,2025-08-22,Electronics,42.07
L0035099,S004507,2025-08-12,Electronics,47.5
L0035100,S004508,2025-04-28,Jewelry,33.68
L0035101,S004508,2025-04-09,Jewelry,26.8
L0035102,S004508,2025-04-11,Jewelry,64.06
L0035103,S004508,2025-04-09,Jewelry,18.91
L0035104,S004508,2025-04-21,Jewelry,60.71
L0035105,S004508,2025-04-30,Jewelry,75.53
L0035106,S004508,2025-04-22,Jewelry,91.11
L0035107,S004508,2025-04-20,Jewelry,25.96
L0035108,S004508,2025-04-11,Jewelry,31.86
L0035109,S004509,2026-01-07,Books,96.1
L0035110,S004509,2026-01-08,Books,31.44
L0035111,S004509,2025-12-20,Books,35.02
L0035112,S004509,2025-12-24,Books,85.26
L0035113,S004509,2026-01-05,Books,58.82
L0035114,S004509,2025-12-25,Books,10.92
L0035115,S004509,2025-12-23,Books,62.33
L0035116,S004509,2026-01-02,Books,37.04
L0035117,S004509,2025-12-28,Books,69.77
L0035118,S004509,2026-01-08,Books,16.81
L0035119,S004510,2025-05-08,Books,23.48
L0035120,S004510,2025-04-26,Books,90.12
L0035121,S004510,2025-04-28,Books,81.54
L0035122,S004510,2025-04-26,Books,110.04
L0035123,S004510,2025-05-04,Books,37.6
L0035124,S004510,2025-05-09,Books,38.63
L0035125,S004510,2025-04-27,Books,107.05
L0035126,S004510,2025-05-05,Books,135.03
L0035127,S004510,2025-05-05,Books,55.82
L0035128,S004510,2025-04-29,Books,32.59
L0035129,S004511,2025-07-18,Electronics,499.99
L0035130,S004511,2025-07-12,Electronics,199.99
L0035131,S004511,2025-08-02,Electronics,49.99
L0035132,S004511,2025-07-12,Electronics,499.99
L0035133,S004511,2025-07-26,Electronics,199.99
L0035134,S004511,2025-08-07,Electronics,49.99
L0035135,S004511,2025-07-28,Electronics,199.99
L0035136,S004511,2025-07-30,Electronics,199.99
L0035137,S004511,2025-07-24,Jewelry,499.99
L0035138,S004511,2025-08-08,Electronics,199.99
L0035139,S004511,2025-08-04,Electronics,49.99
L0035140,S004511,2025-08-02,Electronics,499.99
L0035141,S004511,2025-07-15,Jewelry,199.99
L0035142,S004511,2025-07-16,Electronics,99.99
L0035143,S004511,2025-08-02,Electronics,99.99
L0035144,S004511,2025-08-08,Electronics,999.99
L0035145,S004512,2025-03-03,Automotive Parts,40.57
L0035146,S004512,2025-02-24,Automotive Parts,35.18
L0035147,S004512,2025-02-18,Automotive Parts,27.49
L0035148,S004512,2025-03-13,Automotive Parts,15.03
L0035149,S004512,2025-02-26,Automotive Parts,17.98
L0035150,S004512,2025-03-12,Automotive Parts,51.44
L0035151,S004512,2025-03-09,Automotive Parts,6.86
L0035152,S004513,2025-12-06,Grocery,33.94
L0035153,S004513,2025-12-13,Grocery,15.89
L0035154,S004513,2025-11-30,Grocery,31.76
L0035155,S004513,2025-12-18,Grocery,85.67
L0035156,S004513,2025-12-14,Grocery,11.84
L0035157,S004513,2025-12-28,Grocery,59.23
L0035158,S004513,2025-12-17,Grocery,132.59
L0035159,S004513,2025-12-19,Grocery,17.52
L0035160,S004513,2025-12-02,Grocery,70.61
L0035161,S004513,2025-12-28,Grocery,67.46
L0035162,S004514,2025-12-10,Electronics,109.31
L0035163,S004514,2025-12-16,Electronics,58.13
L0035164,S004514,2025-12-05,Electronics,54.28
L0035165,S004514,2025-12-09,Electronics,45.3
L0035166,S004514,2025-12-07,Electronics,63.59
L0035167,S004514,2025-12-13,Electronics,97.87
L0035168,S004514,2025-12-06,Electronics,44.88
L0035169,S004514,2025-12-01,Electronics,56.41
L0035170,S004514,2025-12-23,Electronics,135.98
L0035171,S004515,2025-11-11,Jewelry,99.99
L0035172,S004515,2025-11-11,Jewelry,999.99
L0035173,S004515,2025-10-24,Electronics,199.99
L0035174,S004515,2025-11-03,Electronics,99.99
L0035175,S004515,2025-11-05,Electronics,99.99
L0035176,S004515,2025-11-11,Jewelry,999.99
L0035177,S004515,2025-10-20,Electronics,199.99
L0035178,S004515,2025-11-04,Electronics,499.99
L0035179,S004515,2025-10-19,Electronics,999.99
L0035180,S004515,2025-10-30,Electronics,49.99
L0035181,S004515,2025-10-22,Electronics,199.99
