seller_id,registration_date,business_category,identity_consistency_score,email_domain_age_days,device_id,ip_hash,is_fraud,fraud_type
S003635,2025-06-22,Beauty,0.824,1075,D003485,IP007450,False,none
S003636,2025-07-17,Automotive Parts,0.718,879,D007823,IP005918,True,stolen_goods
S003637,2025-07-02,Grocery,0.784,1862,D001345,IP002801,False,none
S003638,2025-01-31,Fashion,0.888,2218,D002896,IP008941,False,none
S003639,2025-08-15,Electronics,0.845,107,D001324,IP004674,False,none
S003640,2025-09-21,Fashion,0.932,1236,D000540,IP004577,False,none
S003641,2025-12-05,Grocery,0.947,137,D003670,IP006585,False,none
S003642,2025-12-06,Fashion,0.825,1190,D005746,IP009301,False,none
S003643,2025-06-29,Home & Kitchen,0.665,2396,D008623,IP008715,False,none
S003644,2025-12-17,Toys,0.774,2072,D000345,IP003936,False,none
S003645,2025-07-12,Fashion,0.84,374,D004069,IP002312,False,none
S003646,2025-08-23,Beauty,0.772,2150,D007141,IP003245,False,none
S003647,2025-08-08,Books,0.745,42,D002015,IP002626,False,none
S003648,2025-12-31,Automotive Parts,0.857,38,D007368,IP002950,False,none
S003649,2025-09-27,Toys,1.0,2737,D005701,IP004307,False,none
S003650,2025-02-13,Grocery,0.801,99,D005629,IP000211,False,none
S003651,2025-01-27,Sports,0.85,797,D001249,IP005330,False,none
S003652,2025-05-30,Toys,0.719,396,D001681,IP008491,False,none
S003653,2025-07-08,Sports,0.974,1747,D008773,IP004303,False,none
S003654,2025-09-02,Automotive Parts,0.937,1567,D008757,IP000792,False,none
S003655,2025-06-25,Electronics,0.931,2516,D004525,IP003897,False,none
S003656,2025-07-07,Sports,0.986,2961,D005959,IP003343,False,none
S003657,2025-12-03,Electronics,0.807,2237,D005419,IP005944,False,none
S003658,2025-05-03,Jewelry,0.82,1400,D005148,IP002504,False,none
S003659,2025-06-30,Books,1.0,140,D007122,IP003009,True,bust_out
S003660,2025-07-23,Electronics,0.913,2767,D005675,IP007444,False,none
S003661,2025-06-20,Books,0.628,1683,D001252,IP001755,False,none
S003662,2025-12-20,Toys,0.895,653,D000828,IP009325,False,none
S003663,2025-12-18,Electronics,0.792,1625,D008502,IP002976,False,none
S003664,2025-07-07,Automotive Parts,0.94,1175,D007404,IP008167,False,none
S003665,2025-06-14,Beauty,0.891,1050,D001987,IP000820,False,none
S003666,2025-08-03,Electronics,0.676,1360,D000607,IP003199,False,none
S003667,2025-03-08,Books,0.877,2260,D002194,IP003771,False,none
S003668,2025-06-05,Beauty,0.871,492,D005783,IP004557,False,none
S003669,2025-03-21,Books,0.886,2892,D005838,IP000919,False,none
S003670,2025-02-22,Fashion,0.908,188,D001692,IP002470,True,account_takeover
S003671,2025-02-04,Jewelry,1.0,442,D001761,IP008771,False,none
S003672,2025-08-03,Toys,0.891,2028,D002077,IP009239,False,none
S003673,2025-01-01,Toys,0.852,436,D004431,IP004409,False,none
S003674,2025-08-24,Jewelry,0.965,2333,D002332,IP001187,False,none
S003675,2025-06-07,Sports,0.441,2204,D004563,IP002754,True,collusion
S003676,2025-05-14,Electronics,0.942,1290,D000143,IP009519,False,none
S003677,2025-10-08,Sports,0.871,1363,D009361,IP009188,False,none
S003678,2025-07-16,Books,0.893,2999,D008918,IP008136,False,none
S003679,2025-09-25,Beauty,0.876,2385,D003386,IP008629,False,none
S003680,2025-09-16,Fashion,0.852,1896,D008042,IP007115,False,none
S003681,2025-01-12,Electronics,1.0,424,D005353,IP006233,False,none
S003682,2025-03-20,Jewelry,0.775,1769,D000312,IP007739,False,none
S003683,2025-07-28,Electronics,0.965,120,D002846,IP006463,False,none
S003684,2025-12-23,Sports,0.837,756,D000569,IP003393,False,none
S003685,2025-02-26,Jewelry,0.702,2094,D007079,IP006412,False,none
S003686,2025-02-08,Beauty,0.831,1223,D007828,IP002958,False,none
S003687,2025-12-10,Home & Kitchen,0.795,2984,D006171,IP006250,False,none
S003688,2025-12-19,Grocery,0.908,2818,D000068,IP003814,False,none
S003689,2025-03-03,Books,0.859,285,D002360,IP004874,False,none
S003690,2025-05-27,Electronics,0.748,2650,D004689,IP001816,False,none
S003691,2025-08-17,Sports,0.997,2593,D001446,IP009570,False,none
S003692,2025-03-13,Electronics,0.959,319,D001072,IP007463,False,none
S003693,2025-04-30,Beauty,1.0,1156,D003043,IP001072,False,none
S003694,2025-05-25,Beauty,0.874,2845,D005916,IP004750,False,none
S003695,2025-08-23,Jewelry,0.846,51,D000885,IP004543,False,none
S003696,2025-04-23,Automotive Parts,0.92,176,D009983,IP008858,False,none
S003697,2025-05-31,Books,0.792,1530,D004590,IP007552,False,none
S003698,2025-04-16,Grocery,0.863,2859,D001720,IP008783,False,none
S003699,2025-10-05,Electronics,0.461,837,D000200,IP004667,True,collusion
S003700,2025-02-25,Electronics,0.704,2318,D009566,IP001558,False,none
S003701,2025-03-26,Grocery,0.863,2080,D005945,IP007212,False,none
S003702,2025-04-02,Toys,0.806,438,D008654,IP002188,False,none
S003703,2025-11-27,Sports,0.826,864,D007766,IP006365,False,none
S003704,2025-12-11,Books,0.886,1872,D009858,IP004106,False,none
S003705,2025-07-02,Beauty,0.977,1445,D008897,IP003496,False,none
S003706,2025-02-27,Books,0.765,712,D007661,IP001188,False,none
S003707,2025-10-03,Grocery,0.816,602,D008511,IP008000,False,none
S003708,2025-06-29,Home & Kitchen,0.773,1672,D008569,IP006894,False,none
S003709,2025-11-07,Books,0.767,2484,D002548,IP003419,False,none
S003710,2025-05-12,Fashion,0.791,1239,D005945,IP007375,False,none
S003711,2025-12-31,Beauty,0.83,2776,D009859,IP009863,False,none
S003712,2025-10-22,Grocery,0.909,2001,D008672,IP007213,False,none
S003713,2025-03-23,Automotive Parts,0.882,1210,D001052,IP009494,False,none
S003714,2025-09-22,Electronics,0.744,2120,D001115,IP004702,False,none
S003715,2025-04-15,Books,0.979,1347,D002000,IP003768,False,none
S003716,2025-05-08,Sports,0.944,2270,D007416,IP008432,False,none
S003717,2025-04-02,Books,0.76,2948,D003937,IP006629,False,none
S003718,2025-09-07,Grocery,0.972,2363,D006287,IP006058,False,none
S003719,2025-04-06,Electronics,0.883,427,D001397,IP006419,False,none
S003720,2025-08-22,Grocery,0.834,215,D000598,IP009936,False,none
S003721,2025-08-01,Home & Kitchen,0.886,2426,D007709,IP006874,False,none
S003722,2025-10-02,Fashion,0.847,2541,D002915,IP008154,False,none
S003723,2025-12-29,Toys,0.905,1702,D000431,IP000359,False,none
S003724,2025-01-04,Electronics,0.869,735,D002161,IP007222,False,none
S003725,2025-12-28,Books,0.816,2642,D003231,IP003177,False,none
S003726,2025-02-09,Sports,0.647,1345,D004051,IP001233,False,none
S003727,2025-07-12,Sports,0.903,877,D008967,IP002764,False,none
S003728,2025-05-05,Electronics,0.813,1099,D001983,IP008326,False,none
S003729,2025-08-22,Grocery,0.928,889,D006040,IP008175,False,none
S003730,2025-09-21,Electronics,0.898,847,D002748,IP003055,False,none
S003731,2025-11-10,Home & Kitchen,0.815,978,D004984,IP001920,False,none
S003732,2025-05-27,Beauty,0.952,2022,D002960,IP004189,False,none
S003733,2025-12-07,Grocery,0.87,50,D003443,IP003317,False,none
S003734,2025-04-28,Toys,0.866,1089,D005998,IP004627,False,none
S003735,2025-03-16,Jewelry,0.836,510,D005897,IP007840,False,none
S003736,2025-05-19,Automotive Parts,1.0,1944,D001348,IP003313,False,none
S003737,2025-07-12,Grocery,0.779,2983,D001566,IP001734,False,none
S003738,2025-09-01,Electronics,0.818,2363,D002411,IP001084,False,none
S003739,2025-10-31,Grocery,0.726,747,D008993,IP006851,False,none
S003740,2025-03-24,Home & Kitchen,0.923,1540,D003171,IP001993,False,none
S003741,2025-04-21,Jewelry,0.792,60,D005778,IP002196,False,none
S003742,2025-12-09,Automotive Parts,0.803,1239,D004490,IP008034,False,none
S003743,2025-06-10,Electronics,0.798,836,D003541,IP000928,False,none
S003744,2025-03-30,Electronics,0.856,1505,D000380,IP006522,False,none
S003745,2025-12-26,Books,0.725,1225,D004411,IP000112,False,none
S003746,2025-06-13,Fashion,0.626,2048,D009992,IP009428,True,bust_out
S003747,2025-12-26,Automotive Parts,0.896,1643,D009408,IP007135,True,stolen_goods
S003748,2025-12-02,Sports,0.639,2816,D003003,IP008210,False,none
S003749,2025-11-27,Sports,0.935,206,D005331,IP006663,False,none
S003750,2025-08-01,Jewelry,1.0,2833,D002873,IP004022,False,none
S003751,2025-10-19,Home & Kitchen,0.834,2371,D009214,IP009953,False,none
S003752,2025-12-17,Sports,0.98,2138,D005548,IP007862,False,none
S003753,2025-04-09,Automotive Parts,0.848,2476,D009200,IP000887,False,none
S003754,2025-01-14,Electronics,1.0,152,D008540,IP005764,False,none
S003755,2025-04-28,Fashion,0.804,640,D003275,IP005426,False,none
S003756,2025-08-21,Fashion,0.614,3,D004568,IP002863,False,none
S003757,2025-07-19,Beauty,0.842,2395,D005694,IP004560,False,none
S003758,2025-01-30,Fashion,1.0,1064,D002488,IP009750,False,none
S003759,2025-07-24,Fashion,0.903,1084,D008315,IP000865,False,none
S003760,2025-03-05,Jewelry,0.798,1832,D005658,IP009284,False,none
S003761,2025-07-04,Toys,0.883,1269,D002073,IP007003,False,none
S003762,2025-07-30,Beauty,0.947,1912,D004829,IP001121,False,none
S003763,2025-08-21,Toys,0.841,2809,D008216,IP003052,False,none
S003764,2025-05-31,Automotive Parts,1.0,996,D004230,IP008394,False,none
S003765,2025-05-30,Toys,0.798,2675,D007102,IP007035,False,none
S003766,2025-09-05,Toys,0.95,1597,D009838,IP000776,False,none
S003767,2025-10-01,Automotive Parts,0.926,1125,D003350,IP001474,False,none
S003768,2025-10-22,Electronics,0.78,2757,D009959,IP009288,False,none
S003769,2025-05-02,Toys,0.808,1464,D004143,IP001575,False,none
S003770,2025-06-04,Grocery,0.952,384,D005619,IP006241,False,none
S003771,2025-05-01,Sports,0.864,860,D007729,IP009955,False,none
S003772,2025-07-12,Jewelry,0.884,2536,D000680,IP001665,False,none
S003773,2025-02-16,Jewelry,0.686,1546,D007014,IP000443,False,none
S003774,2025-06-06,Beauty,0.916,1680,D005669,IP008172,False,none
S003775,2025-03-10,Jewelry,0.879,2046,D006553,IP009499,False,none
S003776,2025-07-14,Home & Kitchen,0.844,584,D009524,IP005157,False,none
S003777,2025-11-07,Home & Kitchen,0.886,278,D004851,IP002333,False,none
S003778,2025-12-26,Automotive Parts,0.809,1321,D009256,IP000595,False,none
S003779,2025-06-12,Electronics,0.791,2759,D005677,IP009113,False,none
S003780,2025-01-21,Beauty,0.826,382,D002155,IP007984,False,none
S003781,2025-03-25,Books,0.804,2156,D006525,IP008964,False,none
S003782,2025-02-08,Toys,1.0,2937,D001901,IP007883,False,none
S003783,2025-10-05,Jewelry,0.941,291,D008992,IP004328,False,none
S003784,2025-12-26,Home & Kitchen,0.753,400,D001522,IP004820,False,none
S003785,2025-07-22,Sports,1.0,2607,D004986,IP003823,False,none
S003786,2025-03-06,Fashion,0.807,326,D008197,IP007311,False,none
S003787,2025-01-08,Home & Kitchen,0.853,2231,D000092,IP001001,True,triangulation
S003788,2025-12-23,Fashion,0.94,2391,D004900,IP000401,False,none
S003789,2025-04-26,Grocery,0.653,940,D005064,IP009612,False,none
S003790,2025-02-10,Home & Kitchen,0.826,875,D003380,IP003181,False,none
S003791,2025-03-06,Books,0.793,1564,D006728,IP000346,True,bust_out
S003792,2025-04-04,Beauty,0.871,1520,D003248,IP006732,False,none
S003793,2025-08-28,Sports,0.457,2580,D003743,IP003989,True,collusion
S003794,2025-11-22,Jewelry,0.842,1777,D002754,IP002306,False,none
S003795,2025-04-11,Jewelry,0.838,2904,D006242,IP004345,False,none
S003796,2025-09-08,Electronics,0.957,720,D008826,IP004504,False,none
S003797,2025-01-24,Grocery,0.88,843,D001776,IP006119,False,none
S003798,2025-01-04,Automotive Parts,0.854,723,D004096,IP009319,False,none
S003799,2025-01-21,Books,0.865,1952,D002258,IP008810,True,triangulation
S003800,2025-12-03,Fashion,1.0,101,D002440,IP008267,False,none
S003801,2025-08-01,Books,0.867,2580,D009715,IP004922,False,none
S003802,2025-10-21,Books,0.799,2315,D007104,IP005579,False,none
S003803,2025-01-08,Books,0.659,2964,D009444,IP001321,False,none
S003804,2025-01-09,Toys,0.707,2875,D006354,IP005767,False,none
S003805,2025-11-06,Sports,0.803,213,D006665,IP006713,False,none
S003806,2025-02-07,Books,0.839,2243,D007153,IP008870,False,none
S003807,2025-02-26,Toys,0.794,1511,D006530,IP000462,False,none
S003808,2025-07-09,Grocery,0.885,2206,D008219,IP008630,False,none
S003809,2025-08-10,Grocery,0.793,2621,D003261,IP005184,False,none
S003810,2025-03-25,Beauty,0.759,1749,D001012,IP000882,False,none
S003811,2025-06-12,Books,0.911,10,D004885,IP009956,False,none
S003812,2025-09-04,Grocery,0.987,2594,D000019,IP004655,True,stolen_goods
S003813,2025-06-11,Toys,0.739,1312,D000473,IP004114,False,none
S003814,2025-05-20,Grocery,0.874,1376,D000505,IP001908,False,none
S003815,2025-01-27,Fashion,0.659,1753,D000774,IP000733,False,none
S003816,2025-06-14,Beauty,0.703,2734,D007067,IP000832,False,none
S003817,2025-10-21,Grocery,0.791,1579,D005976,IP002671,False,none
S003818,2025-08-17,Jewelry,0.963,623,D009344,IP002923,False,none
S003819,2025-11-22,Books,0.772,2198,D002898,IP004630,False,none
S003820,2025-02-16,Books,0.768,1899,D003311,IP006106,False,none
S003821,2025-01-05,Beauty,0.854,197,D004901,IP009918,False,none
S003822,2025-07-20,Grocery,0.854,1598,D007811,IP007943,False,none
S003823,2025-03-07,Beauty,0.771,2356,D009306,IP004858,False,none
S003824,2025-08-05,Electronics,1.0,2652,D007291,IP009124,False,none
S003825,2025-11-26,Home & Kitchen,0.823,850,D005071,IP005578,False,none
S003826,2025-05-04,Books,0.861,1568,D009780,IP004229,False,none
S003827,2025-07-20,Automotive Parts,0.81,2472,D001813,IP002173,False,none
S003828,2025-09-06,Toys,0.894,1751,D004707,IP004223,False,none
S003829,2025-02-24,Jewelry,0.973,1259,D002468,IP000410,False,none
S003830,2025-11-24,Grocery,1.0,553,D001660,IP001532,False,none
S003831,2025-03-16,Sports,0.774,129,D003966,IP009449,True,stolen_goods
S003832,2025-10-23,Jewelry,0.96,2070,D007652,IP001948,False,none
S003833,2025-08-29,Toys,0.905,2891,D003199,IP005670,False,none
S003834,2025-02-21,Toys,0.947,1802,D008188,IP001024,False,none
S003835,2025-09-22,Grocery,0.841,2341,D006109,IP006012,False,none
S003836,2025-03-13,Books,0.831,2031,D007073,IP009759,False,none
S003837,2025-08-07,Sports,0.944,1044,D002432,IP004577,False,none
S003838,2025-12-17,Toys,0.945,1568,D008631,IP001275,False,none
S003839,2025-12-14,Automotive Parts,1.0,810,D002037,IP000228,False,none
S003840,2025-11-15,Electronics,0.87,670,D003711,IP007566,False,none
S003841,2025-06-30,Electronics,0.839,1767,D007832,IP001029,False,none
S003842,2025-07-24,Toys,0.604,1938,D006903,IP003177,False,none
S003843,2025-04-20,Electronics,0.689,2961,D002994,IP008433,False,none
S003844,2025-12-03,Beauty,0.811,709,D002638,IP005371,False,none
S003845,2025-06-24,Sports,0.74,871,D004330,IP008730,False,none
S003846,2025-10-09,Toys,0.931,499,D004464,IP008727,True,stolen_goods
S003847,2025-05-12,Home & Kitchen,0.719,2844,D000594,IP006613,False,none
S003848,2025-09-28,Home & Kitchen,0.8,2344,D002424,IP009361,False,none
S003849,2025-03-23,Books,0.804,991,D001545,IP000364,False,none
S003850,2025-09-25,Automotive Parts,0.97,2906,D001545,IP002402,False,none
S003851,2025-01-17,Grocery,0.789,2112,D003535,IP002769,False,none
S003852,2025-02-08,Sports,0.895,1429,D000359,IP009112,False,none
S003853,2025-05-09,Fashion,0.87,1145,D006771,IP006216,False,none
S003854,2025-06-25,Home & Kitchen,0.94,1708,D006714,IP002520,False,none
S003855,2025-09-17,Toys,0.935,256,D002204,IP002085,False,none
S003856,2025-05-12,Home & Kitchen,0.847,517,D008752,IP008047,False,none
S003857,2025-01-07,Books,0.68,2808,D005937,IP008588,True,bust_out
S003858,2025-04-29,Beauty,0.827,620,D003144,IP000152,False,none
S003859,2025-06-10,Jewelry,0.848,492,D001940,IP003653,False,none
S003860,2025-07-18,Home & Kitchen,0.879,2579,D004292,IP005352,False,none
S003861,2025-08-24,Toys,0.776,2834,D009601,IP002350,False,none
S003862,2025-04-01,Grocery,0.964,2454,D000035,IP007258,False,none
S003863,2025-08-11,Home & Kitchen,0.851,310,D000200,IP007579,False,none
S003864,2025-08-19,Grocery,0.758,2516,D004128,IP008389,False,none
S003865,2025-10-11,Sports,0.804,801,D009191,IP007861,False,none
S003866,2025-07-10,Books,1.0,34,D002813,IP008411,False,none
S003867,2025-10-23,Toys,0.916,2762,D007473,IP003656,False,none
S003868,2025-03-22,Automotive Parts,0.955,803,D005742,IP002988,False,none
S003869,2025-09-17,Grocery,0.746,1975,D001993,IP003160,False,none
S003870,2025-01-17,Fashion,0.781,222,D009085,IP008531,False,none
S003871,2025-02-07,Sports,0.782,569,D001632,IP006491,False,none
S003872,2025-11-12,Automotive Parts,0.868,2642,D005061,IP003236,True,triangulation
S003873,2025-06-23,Home & Kitchen,0.833,1776,D006626,IP007213,False,none
S003874,2025-08-15,Sports,0.801,2995,D006755,IP002337,False,none
S003875,2025-08-09,Grocery,0.814,541,D008543,IP002664,False,none
S003876,2025-09-11,Home & Kitchen,0.771,2672,D007054,IP000014,False,none
S003877,2025-03-31,Sports,0.832,2623,D006572,IP009662,False,none
S003878,2025-03-07,Sports,0.961,2772,D001524,IP002357,False,none
S003879,2025-01-16,Fashion,0.699,150,D003066,IP007521,False,none
S003880,2025-11-12,Fashion,0.885,314,D003465,IP001184,False,none
S003881,2025-03-23,Sports,0.988,1589,D003710,IP000360,False,none
S003882,2025-07-29,Fashion,0.832,347,D001131,IP006749,False,none
S003883,2025-06-16,Automotive Parts,0.797,191,D000950,IP000984,False,none
S003884,2025-03-01,Sports,0.942,2434,D004407,IP001447,False,none
S003885,2025-06-01,Grocery,0.752,2085,D007229,IP003303,False,none
S003886,2025-01-31,Beauty,0.848,2532,D008872,IP005853,False,none
S003887,2025-03-06,Home & Kitchen,0.746,2807,D009401,IP000182,False,none
S003888,2025-02-20,Toys,0.663,428,D004809,IP001264,True,triangulation
S003889,2025-10-28,Grocery,0.835,2493,D008981,IP003379,False,none
S003890,2025-07-27,Beauty,0.724,132,D004561,IP007044,False,none
S003891,2025-12-04,Home & Kitchen,0.849,1115,D004733,IP000975,False,none
S003892,2025-06-09,Fashion,0.962,893,D002093,IP002855,False,none
S003893,2025-03-15,Sports,1.0,711,D006279,IP001928,False,none
S003894,2025-08-11,Books,0.859,2155,D003102,IP003086,False,none
S003895,2025-12-06,Sports,0.952,363,D004850,IP002578,False,none
S003896,2025-07-14,Home & Kitchen,0.89,2427,D009365,IP006403,False,none
S003897,2025-01-07,Home & Kitchen,0.812,2620,D005463,IP000671,False,none
S003898,2025-04-21,Beauty,0.658,1997,D003029,IP009389,False,none
S003899,2025-12-04,Beauty,1.0,244,D006704,IP002444,False,none
S003900,2025-07-09,Home & Kitchen,0.745,1790,D007313,IP009916,False,none
S003901,2025-12-14,Automotive Parts,0.988,1886,D006066,IP007293,False,none
S003902,2025-07-05,Beauty,0.904,1119,D000421,IP003572,False,none
S003903,2025-01-05,Home & Kitchen,0.752,1102,D002261,IP003023,False,none
S003904,2025-11-15,Books,0.881,1408,D001283,IP009463,False,none
S003905,2025-10-06,Jewelry,1.0,2987,D009557,IP009964,False,none
S003906,2025-09-19,Toys,1.0,11,D003114,IP006123,True,stolen_goods
S003907,2025-12-21,Books,0.799,1526,D004743,IP000471,False,none
S003908,2025-03-13,Electronics,0.779,951,D009014,IP009064,False,none
S003909,2025-11-27,Sports,0.86,1646,D009912,IP004767,False,none
S003910,2025-03-26,Electronics,0.833,12,D002192,IP000278,False,none
S003911,2025-12-21,Fashion,0.97,2753,D008593,IP008018,False,none
S003912,2025-03-11,Sports,0.924,1371,D007267,IP000331,False,none
S003913,2025-07-20,Home & Kitchen,0.681,2908,D006140,IP003716,True,stolen_goods
S003914,2025-10-16,Electronics,0.896,463,D001675,IP000745,False,none
S003915,2025-01-29,Fashion,0.832,1751,D006911,IP004369,False,none
S003916,2025-01-25,Grocery,0.854,2039,D006128,IP008043,False,none
S003917,2025-11-07,Sports,0.875,2388,D004462,IP001290,False,none
S003918,2025-01-23,Beauty,0.97,28,D005868,IP001379,False,none
S003919,2025-08-13,Automotive Parts,0.948,1904,D002107,IP009566,False,none
S003920,2025-12-09,Beauty,0.775,444,D006219,IP001765,False,none
S003921,2025-08-13,Jewelry,0.844,1282,D001532,IP001125,False,none
S003922,2025-06-25,Beauty,0.805,161,D002862,IP005853,False,none
S003923,2025-06-02,Electronics,0.682,172,D004949,IP002766,False,none
S003924,2025-08-21,Fashion,0.839,2299,D001621,IP009574,False,none
S003925,2025-07-28,Home & Kitchen,1.0,2153,D009136,IP001637,False,none
S003926,2025-07-03,Fashion,0.679,2685,D008864,IP005671,False,none
S003927,2025-02-26,Fashion,0.848,2101,D004743,IP009208,False,none
S003928,2025-08-30,Beauty,0.844,1787,D005694,IP007325,False,none
S003929,2025-09-28,Automotive Parts,0.879,350,D002916,IP000289,False,none
S003930,2025-09-16,Home & Kitchen,0.754,2295,D002120,IP001877,False,none
S003931,2025-01-28,Home & Kitchen,0.707,690,D009610,IP001251,False,none
S003932,2025-09-14,Automotive Parts,0.712,320,D004133,IP009141,False,none
S003933,2025-09-24,Home & Kitchen,0.983,2196,D009535,IP002019,False,none
S003934,2025-03-08,Jewelry,0.752,1764,D000670,IP000558,False,none
S003935,2025-11-06,Books,0.8,449,D001066,IP003826,False,none
S003936,2025-07-11,Automotive Parts,1.0,1648,D004753,IP002828,False,none
S003937,2025-06-22,Sports,0.777,2073,D007819,IP001638,False,none
S003938,2025-09-21,Sports,0.884,1497,D004238,IP004537,False,none
S003939,2025-07-06,Home & Kitchen,0.956,2154,D008398,IP009004,False,none
S003940,2025-07-18,Sports,0.952,1514,D001327,IP002261,False,none
S003941,2025-04-24,Books,0.717,1060,D008561,IP009815,False,none
S003942,2025-12-05,Automotive Parts,0.779,671,D004443,IP006637,False,none
S003943,2025-12-20,Electronics,0.88,775,D002850,IP003822,False,none
S003944,2025-02-17,Fashion,1.0,2427,D006395,IP006787,False,none
S003945,2025-09-25,Electronics,0.774,1119,D007785,IP003484,False,none
S003946,2025-01-09,Grocery,0.801,2148,D009284,IP002118,False,none
S003947,2025-05-15,Electronics,0.892,1078,D000875,IP002345,False,none
S003948,2025-12-21,Automotive Parts,0.912,1576,D007031,IP000085,False,none
S003949,2025-03-05,Beauty,0.918,1821,D003145,IP006485,False,none
S003950,2025-05-18,Home & Kitchen,0.765,1433,D005024,IP000743,False,none
S003951,2025-03-22,Automotive Parts,0.797,2231,D004618,IP001985,False,none
S003952,2025-09-23,Grocery,0.872,2772,D007700,IP000004,False,none
S003953,2025-06-19,Sports,0.976,2585,D003984,IP000650,False,none
S003954,2025-08-05,Jewelry,0.826,2764,D002799,IP009053,False,none
S003955,2025-12-11,Grocery,0.848,90,D004874,IP000237,False,none
S003956,2025-07-10,Books,0.747,2278,D006687,IP006216,False,none
S003957,2025-09-25,Beauty,1.0,2179,D008463,IP003277,False,none
S003958,2025-02-05,Automotive Parts,0.865,1237,D000050,IP001384,False,none
S003959,2025-03-20,Grocery,0.958,943,D005685,IP002996,False,none
S003960,2025-12-12,Automotive Parts,0.853,160,D000725,IP000925,False,none
S003961,2025-11-10,Automotive Parts,0.859,2516,D006199,IP003129,False,none
S003962,2025-08-28,Sports,0.7,2520,D006242,IP008175,False,none
S003963,2025-05-19,Beauty,0.635,228,D008550,IP006204,False,none
S003964,2025-03-14,Automotive Parts,0.975,1746,D001925,IP008110,False,none
S003965,2025-11-07,Automotive Parts,0.858,1653,D007945,IP006965,False,none
S003966,2025-10-14,Fashion,0.871,518,D006887,IP009273,False,none
S003967,2025-03-30,Books,0.725,1646,D006651,IP001080,False,none
S003968,2025-08-04,Books,0.76,2435,D006367,IP001592,True,stolen_goods
S003969,2025-08-14,Grocery,0.956,980,D005496,IP004113,False,none
S003970,2025-06-24,Automotive Parts,1.0,2177,D000636,IP005222,False,none
S003971,2025-12-05,Home & Kitchen,0.788,2910,D008131,IP007839,False,none
S003972,2025-02-15,Automotive Parts,0.47,1364,D003924,IP001214,True,collusion
S003973,2025-04-05,Books,0.869,321,D001044,IP001105,False,none
S003974,2025-02-04,Electronics,0.838,892,D006130,IP007956,False,none
S003975,2025-09-10,Sports,1.0,410,D009472,IP005493,False,none
S003976,2025-08-24,Fashion,0.805,1058,D007134,IP004124,False,none
S003977,2025-12-27,Automotive Parts,0.974,1933,D002459,IP002220,False,none
S003978,2025-07-17,Grocery,0.888,608,D008160,IP006958,False,none
S003979,2025-02-24,Automotive Parts,0.848,1543,D008466,IP008022,False,none
S003980,2025-06-14,Books,0.987,2994,D003304,IP000303,False,none
S003981,2025-02-02,Beauty,0.879,794,D005228,IP000539,False,none
S003982,2025-09-02,Toys,0.84,2639,D008367,IP007779,False,none
S003983,2025-09-04,Automotive Parts,0.988,913,D001574,IP008838,False,none
S003984,2025-11-10,Fashion,0.975,1842,D003542,IP002294,True,triangulation
S003985,2025-05-05,Jewelry,0.97,471,D004563,IP007059,False,none
S003986,2025-04-24,Toys,0.461,805,D000069,IP008428,False,none
S003987,2025-01-27,Sports,0.894,2603,D001670,IP001131,False,none
S003988,2025-06-01,Books,0.871,1769,D006100,IP001858,False,none
S003989,2025-06-23,Electronics,0.548,1708,D002635,IP001304,True,collusion
S003990,2025-10-03,Fashion,0.911,1532,D002416,IP007900,False,none
S003991,2025-10-03,Fashion,0.876,735,D002961,IP007713,False,none
S003992,2025-02-21,Grocery,0.918,2787,D001243,IP001341,False,none
S003993,2025-04-15,Electronics,0.823,1180,D006368,IP001744,False,none
S003994,2025-07-06,Books,1.0,35,D002583,IP006634,False,none
S003995,2025-05-03,Fashion,0.928,2720,D006516,IP008973,False,none
S003996,2025-01-10,Grocery,0.904,140,D008279,IP007792,False,none
S003997,2025-11-05,Automotive Parts,0.899,2660,D004786,IP001676,False,none
S003998,2025-09-24,Toys,0.966,798,D009140,IP003862,False,none
S003999,2025-07-09,Home & Kitchen,0.952,208,D001962,IP000664,False,none
S004000,2025-04-26,Toys,0.839,661,D009616,IP002443,False,none
S004001,2025-11-04,Books,0.949,1962,D003218,IP005633,False,none
S004002,2025-01-13,Grocery,0.867,1637,D003028,IP003445,False,none
S004003,2025-06-12,Books,1.0,459,D009794,IP006067,False,none
S004004,2025-10-20,Sports,0.96,901,D004559,IP002965,False,none
S004005,2025-12-14,Books,0.787,633,D007474,IP005634,False,none
S004006,2025-04-02,Home & Kitchen,1.0,1960,D008025,IP006330,True,bust_out
S004007,2025-08-26,Home & Kitchen,0.64,2592,D004482,IP001945,False,none
S004008,2025-03-11,Automotive Parts,0.914,766,D003179,IP000445,False,none
S004009,2025-02-12,Sports,0.78,2685,D004913,IP003380,False,none
S004010,2025-05-09,Jewelry,1.0,1224,D003851,IP000414,False,none
S004011,2025-11-20,Books,0.875,248,D004164,IP001594,False,none
S004012,2025-09-09,Toys,0.771,967,D002372,IP002877,False,none
S004013,2025-06-28,Sports,0.823,2621,D009148,IP003381,False,none
S004014,2025-04-14,Books,0.779,2425,D005723,IP002769,False,none
S004015,2025-02-21,Fashion,0.819,2185,D007965,IP000534,False,none
S004016,2025-04-09,Toys,0.817,1196,D006592,IP001770,False,none
S004017,2025-02-25,Grocery,0.775,2327,D003529,IP008825,False,none
S004018,2025-03-10,Electronics,0.877,2131,D003184,IP007168,False,none
S004019,2025-09-08,Electronics,0.889,2375,D009823,IP004443,False,none
