payout_id,seller_id,payout_date,amount,days_since_first_transaction
P001985,S002071,2025-11-26,287.99,89
P001986,S002073,2025-08-20,405.59,106
P001987,S002074,2026-01-02,599.47,106
P001988,S002075,2025-09-07,535.09,93
P001989,S002076,2025-10-07,680.53,110
P001990,S002077,2025-08-27,50.81,78
P001991,S002078,2025-07-17,444.47,103
P001992,S002079,2025-05-23,697.49,94
P001993,S002080,2025-12-30,116.24,54
P001994,S002081,2025-05-07,739.61,93
P001995,S002082,2025-08-16,863.65,108
P001996,S002083,2025-12-01,2335.78,89
P001997,S002084,2025-05-23,180.12,85
P001998,S002085,2025-11-30,436.9,93
P001999,S002086,2026-01-08,92.34,54
P002000,S002087,2025-11-14,192.83,23
P002001,S002088,2025-08-02,355.08,87
P002002,S002089,2025-04-23,271.03,104
P002003,S002090,2026-02-26,143.39,80
P002004,S002091,2025-07-29,534.4,69
P002005,S002092,2026-02-03,515.38,103
P002006,S002093,2025-06-15,232.84,92
P002007,S002094,2025-06-10,403.96,101
P002008,S002095,2026-01-04,755.59,75
P002009,S002096,2026-03-17,483.95,94
P002010,S002097,2026-02-18,312.63,75
P002011,S002098,2026-01-26,349.43,112
P002012,S002099,2025-07-22,994.19,99
P002013,S002100,2026-03-07,1017.67,96
P002014,S002101,2025-09-28,3834.45,12
P002015,S002102,2025-06-01,1173.0,86
P002016,S002103,2025-05-19,509.58,88
P002017,S002104,2026-03-10,741.45,114
P002018,S002105,2025-08-02,696.12,111
P002019,S002106,2026-01-14,897.43,98
P002020,S002107,2025-05-03,464.41,70
P002021,S002108,2025-07-04,448.3,82
P002022,S002109,2025-06-23,1123.85,59
P002023,S002110,2025-07-11,700.94,86
P002024,S002111,2025-12-30,776.71,101
P002025,S002112,2026-03-15,873.89,104
P002026,S002113,2026-03-05,558.57,92
P002027,S002114,2026-01-09,717.08,82
P002028,S002115,2025-04-25,69.97,17
P002029,S002116,2026-03-25,1099.53,97
P002030,S002117,2025-10-27,570.58,101
P002031,S002118,2025-10-19,421.97,83
P002032,S002119,2025-12-22,495.79,98
P002033,S002120,2026-01-24,476.15,108
P002034,S002121,2026-01-06,2203.49,14
P002035,S002122,2025-11-05,412.33,88
P002036,S002123,2025-10-31,21.59,59
P002037,S002124,2026-01-11,517.33,100
P002038,S002125,2025-07-12,561.11,93
P002039,S002126,2025-07-26,482.71,94
P002040,S002127,2025-12-10,729.91,114
P002041,S002128,2025-05-11,873.28,101
P002042,S002129,2025-08-12,1153.4,103
P002043,S002130,2025-12-27,801.55,96
P002044,S002131,2026-04-11,460.36,109
P002045,S002132,2025-10-20,235.77,63
P002046,S002133,2025-09-06,1289.87,101
P002047,S002134,2025-09-19,1155.17,101
P002048,S002135,2025-12-19,175.29,90
P002049,S002136,2025-11-01,865.28,97
P002050,S002137,2025-04-24,925.73,104
P002051,S002138,2025-10-20,787.8,84
P002052,S002139,2025-08-30,744.67,93
P002053,S002140,2025-12-16,74.46,61
P002054,S002141,2026-02-22,283.98,87
P002055,S002142,2026-03-31,634.29,99
P002056,S002143,2025-11-30,697.38,104
P002057,S002144,2025-08-26,533.65,96
P002058,S002145,2025-09-04,698.55,83
P002059,S002146,2025-06-22,1160.21,104
P002060,S002147,2026-03-27,893.26,104
P002061,S002148,2026-02-22,681.04,93
P002062,S002149,2026-02-03,104.71,81
P002063,S002150,2025-08-15,367.1,99
P002064,S002151,2025-08-06,279.79,95
P002065,S002152,2026-02-24,627.59,106
P002066,S002153,2025-10-26,471.21,93
P002067,S002154,2025-10-24,16.28,18
P002068,S002155,2025-10-12,608.28,93
P002069,S002156,2025-09-26,62.76,103
P002070,S002157,2025-12-08,264.22,104
P002071,S002158,2026-01-21,1172.53,79
P002072,S002159,2025-08-16,386.3,92
P002073,S002160,2026-01-30,412.73,98
P002074,S002161,2025-07-18,499.67,108
P002075,S002163,2026-03-22,611.93,101
P002076,S002164,2026-03-16,232.77,86
P002077,S002165,2026-03-22,622.01,101
P002078,S002166,2025-07-31,700.08,89
P002079,S002167,2026-01-27,106.9,69
P002080,S002168,2026-03-20,688.78,98
P002081,S002169,2026-04-01,415.8,97
P002082,S002170,2025-04-25,63.51,78
P002083,S002171,2025-10-17,125.87,16
P002084,S002172,2026-04-13,698.67,103
P002085,S002173,2026-01-28,904.43,112
P002086,S002174,2025-07-09,454.89,100
P002087,S002175,2026-01-28,844.3,114
P002088,S002177,2025-10-01,682.26,93
P002089,S002178,2025-11-13,427.33,83
P002090,S002179,2025-09-26,728.14,96
P002091,S002180,2025-10-03,4312.74,16
P002092,S002181,2025-07-02,634.31,84
P002093,S002182,2025-11-28,213.67,64
P002094,S002183,2025-11-24,32.08,15
P002095,S002184,2025-10-22,96.87,30
P002096,S002185,2025-07-23,734.91,97
P002097,S002186,2025-08-15,278.85,109
P002098,S002188,2025-10-10,680.99,113
P002099,S002189,2025-10-13,120.94,53
P002100,S002190,2025-08-26,670.93,105
P002101,S002191,2025-08-28,877.78,85
P002102,S002192,2025-06-26,104.01,45
P002103,S002193,2025-06-26,691.54,97
P002104,S002194,2025-12-12,1094.2,104
P002105,S002195,2026-01-02,156.86,51
P002106,S002196,2025-07-31,637.3,97
P002107,S002197,2026-03-08,99.7,91
P002108,S002198,2025-10-23,73.12,67
P002109,S002200,2025-08-03,1103.41,78
P002110,S002201,2025-04-16,307.24,86
P002111,S002202,2025-04-21,163.76,79
P002112,S002203,2025-08-22,336.34,105
P002113,S002204,2025-09-18,504.22,84
P002114,S002205,2026-01-23,340.58,81
P002115,S002206,2025-06-08,885.58,107
P002116,S002207,2026-02-07,720.86,96
P002117,S002208,2025-07-16,843.42,111
P002118,S002209,2025-05-26,507.91,95
P002119,S002210,2025-12-24,1017.54,101
P002120,S002211,2026-01-15,414.48,91
P002121,S002212,2025-11-11,650.47,94
P002122,S002213,2025-05-25,1414.57,101
P002123,S002214,2025-05-17,468.28,94
P002124,S002215,2025-08-30,943.17,85
P002125,S002216,2025-10-02,815.24,104
P002126,S002217,2026-04-06,497.66,91
P002127,S002218,2025-07-30,239.91,95
P002128,S002219,2025-06-16,67.37,77
P002129,S002220,2026-03-19,509.42,89
P002130,S002221,2025-06-16,482.2,101
P002131,S002222,2025-04-19,1027.95,94
P002132,S002223,2025-06-24,23.08,14
P002133,S002224,2025-07-24,158.99,47
P002134,S002225,2025-11-13,271.49,89
P002135,S002226,2026-03-06,803.79,108
P002136,S002228,2025-07-23,731.08,94
P002137,S002229,2026-04-17,454.86,106
P002138,S002230,2025-12-07,616.49,110
P002139,S002231,2025-05-15,1168.77,104
P002140,S002232,2026-03-18,915.12,95
P002141,S002233,2025-05-18,953.46,86
P002142,S002234,2025-08-15,22.18,11
P002143,S002235,2025-12-31,96.2,73
P002144,S002236,2025-07-16,402.95,95
P002145,S002237,2025-07-28,718.2,108
P002146,S002238,2025-10-17,748.44,115
P002147,S002239,2026-02-24,22.31,75
P002148,S002241,2025-12-16,140.0,93
P002149,S002242,2025-09-30,922.0,107
P002150,S002243,2025-05-27,348.35,105
P002151,S002244,2025-12-22,482.07,83
P002152,S002245,2026-02-21,243.37,104
P002153,S002246,2025-11-09,730.82,97
P002154,S002247,2025-06-12,245.42,95
P002155,S002248,2025-05-29,460.67,83
P002156,S002249,2025-09-03,147.6,41
P002157,S002250,2025-10-18,705.68,96
P002158,S002251,2025-09-14,12.13,11
P002159,S002252,2025-07-07,252.47,92
P002160,S002253,2025-09-26,421.9,82
P002161,S002254,2025-05-15,4963.42,24
P002162,S002255,2025-12-10,243.37,93
P002163,S002256,2025-11-18,6.92,18
P002164,S002257,2025-11-07,549.22,68
P002165,S002258,2025-03-23,171.6,38
P002166,S002259,2026-01-15,2210.29,11
P002167,S002260,2025-04-20,767.54,94
P002168,S002261,2026-04-12,148.96,99
P002169,S002262,2025-02-10,3959.29,29
P002170,S002263,2025-10-29,511.2,107
P002171,S002264,2025-05-16,718.03,97
P002172,S002265,2025-05-21,623.19,103
P002173,S002266,2025-12-28,334.91,112
P002174,S002267,2025-12-27,274.04,94
P002175,S002268,2025-05-16,250.63,63
P002176,S002269,2026-03-29,213.07,96
P002177,S002270,2025-05-26,46.6,9
P002178,S002271,2025-07-09,114.04,53
P002179,S002272,2025-07-30,1042.35,102
P002180,S002273,2025-09-23,397.89,86
P002181,S002274,2025-06-23,979.89,108
P002182,S002275,2025-09-07,208.57,92
P002183,S002276,2025-06-23,583.98,96
P002184,S002277,2025-04-26,137.85,87
P002185,S002278,2025-08-23,189.25,79
P002186,S002279,2025-12-17,393.8,105
P002187,S002280,2026-01-19,474.55,105
P002188,S002281,2025-07-08,69.53,21
P002189,S002282,2025-08-07,553.73,98
P002190,S002283,2026-01-18,930.76,95
P002191,S002284,2025-12-05,286.41,88
P002192,S002285,2026-02-06,844.53,95
P002193,S002286,2026-03-05,859.8,97
P002194,S002287,2026-02-03,286.37,82
P002195,S002288,2026-03-04,111.41,42
P002196,S002289,2025-08-07,227.51,41
P002197,S002290,2025-08-21,223.76,86
P002198,S002291,2025-08-21,917.92,112
P002199,S002292,2025-05-27,106.48,44
P002200,S002293,2026-01-02,806.43,87
P002201,S002294,2025-12-11,750.08,84
P002202,S002295,2026-01-28,163.82,81
P002203,S002296,2025-06-15,594.73,93
P002204,S002297,2025-10-14,16.13,43
P002205,S002298,2025-07-15,95.38,59
P002206,S002299,2026-02-06,42.98,54
P002207,S002300,2025-07-15,19.96,16
P002208,S002301,2025-05-14,229.35,81
P002209,S002302,2025-10-30,753.17,92
P002210,S002303,2026-02-24,180.08,83
P002211,S002304,2026-03-06,275.15,92
P002212,S002305,2025-05-30,1098.19,114
P002213,S002306,2025-08-01,250.88,87
P002214,S002307,2025-06-16,893.98,109
P002215,S002309,2025-10-22,549.3,96
P002216,S002310,2025-07-27,676.91,99
P002217,S002311,2025-05-18,851.45,105
P002218,S002312,2025-10-09,247.92,88
P002219,S002313,2025-02-07,2916.01,15
P002220,S002314,2025-07-10,299.57,91
P002221,S002315,2025-04-19,426.67,100
P002222,S002316,2025-05-02,138.09,68
P002223,S002317,2025-09-29,563.81,106
P002224,S002318,2026-02-18,545.93,101
P002225,S002319,2026-01-20,267.66,76
P002226,S002320,2025-04-28,528.74,81
P002227,S002321,2025-04-22,193.65,98
P002228,S002322,2025-06-12,31.39,9
P002229,S002323,2025-12-08,925.96,103
P002230,S002324,2025-12-16,533.37,75
P002231,S002325,2026-02-07,137.99,95
P002232,S002326,2025-08-07,273.62,89
P002233,S002328,2025-04-30,814.74,107
P002234,S002329,2025-04-13,63.29,20
P002235,S002330,2025-05-13,392.74,103
P002236,S002331,2026-02-16,537.73,95
P002237,S002332,2025-07-30,669.41,107
P002238,S002333,2026-02-07,19.07,20
P002239,S002334,2025-10-22,801.4,93
P002240,S002335,2025-10-21,620.82,94
P002241,S002336,2025-09-30,159.17,102
P002242,S002337,2026-01-29,228.68,94
P002243,S002338,2025-04-26,1024.89,95
P002244,S002339,2025-05-21,220.92,96
P002245,S002340,2025-09-11,629.6,98
P002246,S002341,2025-09-02,560.16,80
P002247,S002342,2025-11-08,582.31,101
P002248,S002343,2026-01-14,483.73,109
P002249,S002344,2025-11-17,398.89,100
P002250,S002345,2025-07-21,831.81,104
P002251,S002346,2025-08-04,299.06,86
P002252,S002347,2026-01-11,304.07,95
P002253,S002348,2025-07-02,862.4,105
P002254,S002349,2025-10-11,506.09,80
P002255,S002350,2025-11-02,981.04,106
P002256,S002351,2026-01-23,905.78,100
P002257,S002352,2025-12-23,902.84,95
P002258,S002353,2025-10-02,453.09,101
P002259,S002354,2025-08-06,407.34,95
P002260,S002355,2025-08-07,409.86,69
P002261,S002356,2025-09-03,618.65,67
P002262,S002357,2025-06-23,811.42,93
P002263,S002358,2025-12-10,305.86,112
P002264,S002359,2025-07-09,572.19,108
P002265,S002361,2026-01-09,242.88,97
P002266,S002362,2026-04-01,194.5,103
P002267,S002363,2025-05-20,565.0,87
P002268,S002364,2026-01-14,691.52,100
P002269,S002365,2025-05-06,269.48,86
P002270,S002366,2025-08-26,679.77,112
P002271,S002367,2025-06-04,762.53,89
P002272,S002368,2025-06-05,673.19,95
P002273,S002369,2025-05-12,163.39,61
P002274,S002370,2025-04-15,215.96,74
P002275,S002371,2026-02-02,855.53,96
P002276,S002372,2025-04-29,921.36,94
P002277,S002373,2025-08-14,32.39,16
P002278,S002374,2025-12-28,553.87,105
P002279,S002375,2026-04-14,1133.69,104
P002280,S002376,2026-02-10,636.62,94
P002281,S002377,2025-05-27,365.46,79
P002282,S002378,2026-04-17,598.38,100
P002283,S002379,2025-11-30,269.1,82
P002284,S002380,2025-06-22,477.46,101
P002285,S002381,2025-09-25,97.79,79
P002286,S002383,2025-09-09,407.17,85
P002287,S002384,2025-06-13,428.6,90
P002288,S002385,2026-03-07,638.07,107
P002289,S002386,2026-03-27,486.62,100
P002290,S002387,2026-04-02,240.41,75
P002291,S002390,2025-09-23,172.93,91
P002292,S002391,2025-06-04,165.04,79
P002293,S002392,2025-11-15,214.07,73
P002294,S002393,2025-05-30,10.88,14
P002295,S002394,2025-10-07,1100.54,102
P002296,S002395,2025-12-03,767.26,97
P002297,S002396,2026-03-18,438.9,92
P002298,S002397,2025-07-27,488.56,100
P002299,S002398,2025-07-25,587.86,114
P002300,S002399,2026-01-13,127.03,84
P002301,S002400,2025-04-12,940.32,93
P002302,S002401,2025-10-27,749.26,90
P002303,S002402,2026-01-04,20.11,24
P002304,S002403,2025-11-06,978.8,108
P002305,S002404,2025-09-01,9.9,26
P002306,S002405,2026-02-10,798.28,100
P002307,S002406,2025-08-10,178.51,77
P002308,S002407,2026-01-03,536.26,107
P002309,S002408,2025-10-11,510.4,111
P002310,S002409,2025-04-13,617.87,86
P002311,S002410,2025-10-29,529.15,84
P002312,S002412,2026-03-20,397.33,103
P002313,S002413,2025-09-07,3010.79,13
P002314,S002414,2025-08-31,364.12,106
P002315,S002415,2025-10-04,166.9,99
P002316,S002416,2025-11-22,931.36,82
P002317,S002417,2025-07-29,357.07,107
P002318,S002418,2025-05-08,2794.64,22
P002319,S002419,2025-08-22,171.34,64
P002320,S002420,2025-07-14,317.42,95
P002321,S002421,2026-01-26,735.34,113
P002322,S002422,2025-05-16,885.97,97
P002323,S002423,2026-02-09,759.56,103
P002324,S002424,2025-08-10,156.19,87
P002325,S002426,2025-06-18,830.2,98
P002326,S002427,2025-08-27,81.04,87
P002327,S002428,2025-12-27,702.4,85
P002328,S002429,2025-08-02,1052.1,110
P002329,S002430,2025-06-02,294.09,102
P002330,S002431,2025-10-17,348.06,87
P002331,S002432,2025-06-12,630.09,100
P002332,S002434,2025-10-07,978.72,115
P002333,S002435,2025-10-25,412.01,81
P002334,S002436,2025-12-04,993.28,103
P002335,S002438,2026-02-17,623.03,102
P002336,S002439,2025-05-18,976.12,112
P002337,S002440,2025-08-08,86.64,28
P002338,S002441,2025-04-24,1002.94,112
P002339,S002442,2025-04-25,824.3,111
P002340,S002443,2025-06-16,1165.1,89
P002341,S002444,2025-12-02,1055.15,117
P002342,S002445,2026-02-19,59.35,12
P002343,S002446,2026-01-15,199.61,89
P002344,S002447,2025-11-22,226.97,72
P002345,S002448,2026-01-24,474.14,85
P002346,S002449,2025-06-08,1168.25,96
P002347,S002450,2026-02-17,318.29,102
P002348,S002451,2026-03-16,558.32,101
P002349,S002452,2025-05-17,215.93,94
P002350,S002453,2025-09-18,1878.83,81
P002351,S002454,2026-02-21,625.33,112
P002352,S002455,2025-10-04,397.49,103
P002353,S002456,2026-02-26,1111.43,110
P002354,S002457,2026-03-23,909.99,97
P002355,S002458,2025-10-12,1317.15,104
P002356,S002459,2025-04-25,182.03,85
P002357,S002460,2025-08-16,892.09,95
P002358,S002461,2025-06-23,407.2,88
P002359,S002462,2025-09-24,615.04,89
P002360,S002463,2025-10-08,36.38,13
P002361,S002464,2025-10-09,521.21,96
P002362,S002465,2025-07-01,441.6,102
P002363,S002466,2025-08-02,38.4,42
P002364,S002467,2025-12-29,154.3,48
P002365,S002468,2025-04-27,213.95,80
P002366,S002470,2026-02-24,259.21,64
P002367,S002471,2025-05-29,649.23,111
P002368,S002472,2025-09-07,904.47,98
P002369,S002473,2025-07-02,65.83,26
P002370,S002474,2025-05-14,25.07,90
P002371,S002475,2025-08-08,117.07,59
P002372,S002476,2025-10-10,774.85,92
P002373,S002477,2025-05-30,38.89,7
P002374,S002478,2025-05-21,559.82,111
P002375,S002479,2025-05-08,238.29,71
P002376,S002480,2025-12-10,613.05,91
P002377,S002481,2026-02-18,62.96,87
P002378,S002482,2025-06-18,333.82,101
P002379,S002483,2025-08-14,549.02,108
P002380,S002484,2025-08-29,579.62,113
P002381,S002485,2025-08-28,492.14,106
P002382,S002486,2025-07-04,808.64,95
P002383,S002487,2025-05-01,449.37,100
P002384,S002488,2025-10-27,465.36,93
P002385,S002489,2025-08-25,193.73,94
P002386,S002490,2025-08-20,634.45,104
P002387,S002491,2025-07-30,1021.02,111
P002388,S002492,2026-03-22,1175.93,103
P002389,S002493,2025-12-03,504.69,104
P002390,S002494,2025-09-10,293.43,96
P002391,S002495,2025-07-02,481.9,102
P002392,S002496,2026-02-02,465.55,98
P002393,S002497,2026-03-09,768.55,100
P002394,S002498,2025-04-18,187.65,93
P002395,S002499,2026-03-26,497.71,99
P002396,S002500,2025-12-24,328.43,94
P002397,S002502,2026-01-25,815.37,115
P002398,S002503,2025-05-27,923.1,106
P002399,S002504,2025-05-04,391.81,105
P002400,S002505,2025-05-14,660.86,91
P002401,S002506,2025-10-06,320.31,106
P002402,S002507,2025-11-27,633.68,102
P002403,S002508,2025-09-09,480.34,93
P002404,S002509,2025-05-25,855.07,96
P002405,S002510,2025-06-26,954.29,103
P002406,S002511,2026-02-05,471.91,89
P002407,S002512,2026-04-01,51.71,71
P002408,S002513,2026-01-21,608.76,109
P002409,S002514,2025-04-18,55.16,41
P002410,S002515,2026-02-16,629.58,100
P002411,S002516,2025-12-30,451.66,111
P002412,S002517,2025-10-04,476.38,73
P002413,S002518,2025-06-12,149.87,109
P002414,S002519,2026-04-04,680.1,94
P002415,S002520,2025-09-09,398.16,87
P002416,S002521,2025-04-28,864.15,93
P002417,S002522,2025-06-29,753.37,102
P002418,S002523,2025-09-14,221.05,107
P002419,S002524,2025-05-10,641.67,102
P002420,S002525,2025-07-02,115.95,54
P002421,S002526,2025-09-19,969.24,90
P002422,S002527,2026-03-23,901.88,95
P002423,S002528,2025-05-16,524.57,102
P002424,S002529,2025-11-08,1017.56,100
P002425,S002530,2026-02-25,238.49,66
P002426,S002531,2026-02-04,846.25,101
P002427,S002532,2026-03-10,112.77,65
P002428,S002533,2025-05-25,568.83,76
P002429,S002534,2026-01-31,334.22,88
P002430,S002535,2026-03-22,171.74,74
P002431,S002536,2025-08-07,484.45,99
P002432,S002537,2025-10-15,676.51,101
P002433,S002538,2025-09-10,57.75,23
P002434,S002539,2025-09-26,424.03,87
P002435,S002540,2025-07-27,214.26,101
P002436,S002541,2026-04-17,479.58,113
P002437,S002542,2026-03-08,41.31,82
P002438,S002543,2025-06-12,57.63,11
P002439,S002544,2026-01-30,128.87,101
P002440,S002545,2025-07-09,26.1,13
P002441,S002546,2026-01-23,933.33,95
P002442,S002547,2025-10-26,178.72,52
P002443,S002549,2025-05-17,1639.95,90
P002444,S002550,2025-11-28,302.39,88
P002445,S002551,2025-08-21,1070.75,113
P002446,S002552,2025-06-14,329.25,79
P002447,S002553,2025-06-24,756.85,98
P002448,S002554,2026-04-15,708.39,110
P002449,S002555,2025-06-05,858.58,113
P002450,S002556,2026-01-28,651.31,101
P002451,S002557,2026-02-13,358.11,92
P002452,S002558,2025-04-27,462.47,101
P002453,S002559,2025-11-21,661.42,104
P002454,S002560,2025-11-07,540.97,97
P002455,S002561,2025-08-13,295.16,77
P002456,S002562,2025-12-19,770.94,101
P002457,S002563,2025-09-04,169.6,92
P002458,S002564,2025-06-29,3879.17,7
P002459,S002565,2025-06-29,18.56,21
P002460,S002566,2026-02-08,791.61,108
P002461,S002567,2025-12-06,134.36,96
P002462,S002568,2025-09-08,724.0,111
P002463,S002569,2026-02-26,118.07,26
P002464,S002570,2026-02-05,253.57,102
P002465,S002571,2026-03-28,997.36,107
P002466,S002572,2026-01-06,145.01,76
P002467,S002573,2025-08-29,858.92,97
P002468,S002574,2026-01-07,2846.04,87
P002469,S002575,2025-08-08,1143.29,99
P002470,S002576,2025-08-01,1063.82,114
P002471,S002577,2025-09-18,763.35,95
P002472,S002578,2026-03-29,39.35,13
P002473,S002579,2025-10-18,259.12,69
P002474,S002580,2025-08-28,571.96,91
P002475,S002581,2025-09-27,777.63,92
P002476,S002582,2025-08-04,531.29,100
P002477,S002583,2025-12-05,599.84,94
P002478,S002584,2025-05-30,1080.95,21
P002479,S002585,2025-11-07,890.15,108
P002480,S002586,2025-08-20,759.48,94
P002481,S002587,2025-08-08,760.41,101
P002482,S002588,2026-01-10,3227.93,20
P002483,S002589,2025-08-21,529.67,105
P002484,S002590,2025-04-14,216.55,62
P002485,S002591,2025-08-20,112.5,83
P002486,S002592,2025-10-14,838.89,89
P002487,S002593,2025-04-29,294.63,84
P002488,S002594,2025-07-25,1359.27,91
P002489,S002595,2025-06-19,258.49,107
P002490,S002596,2025-10-16,519.0,106
P002491,S002597,2025-12-29,721.78,98
P002492,S002598,2026-04-08,153.27,96
P002493,S002600,2026-02-25,699.98,102
P002494,S002601,2025-06-25,1070.84,94
P002495,S002602,2025-12-25,129.85,63
P002496,S002603,2025-11-02,699.85,97
P002497,S002604,2026-01-16,549.91,101
P002498,S002605,2025-12-29,269.74,79
P002499,S002606,2025-10-19,690.51,96
P002500,S002607,2025-07-20,706.29,104
P002501,S002608,2025-10-02,90.56,74
P002502,S002609,2026-02-22,166.45,95
P002503,S002610,2026-04-10,375.38,110
P002504,S002611,2026-03-28,720.74,108
P002505,S002612,2025-05-10,10.29,25
P002506,S002613,2025-08-28,1656.94,15
P002507,S002614,2025-04-29,162.97,80
P002508,S002615,2025-09-25,2032.99,21
P002509,S002616,2026-04-14,301.42,87
P002510,S002617,2025-05-07,442.84,107
P002511,S002618,2025-12-10,675.07,103
P002512,S002619,2026-03-29,651.21,78
P002513,S002620,2025-11-27,146.47,12
P002514,S002621,2025-08-18,826.25,86
P002515,S002622,2025-04-22,163.74,69
P002516,S002623,2026-02-28,787.61,82
P002517,S002624,2026-03-17,159.14,70
P002518,S002625,2025-11-08,683.2,97
P002519,S002628,2025-09-07,69.5,19
P002520,S002629,2025-03-30,893.44,70
P002521,S002630,2026-03-19,893.09,98
P002522,S002631,2025-10-03,31.71,22
P002523,S002632,2026-02-19,48.46,64
P002524,S002633,2025-11-01,331.21,85
P002525,S002634,2025-05-13,965.04,102
P002526,S002635,2025-04-20,385.1,88
P002527,S002636,2025-08-18,675.67,105
P002528,S002637,2026-01-05,443.3,92
P002529,S002638,2025-06-03,697.48,98
P002530,S002639,2026-01-22,178.52,64
P002531,S002640,2025-07-07,292.1,79
P002532,S002641,2025-10-07,286.53,88
P002533,S002642,2025-06-22,214.51,90
P002534,S002643,2025-07-16,2037.81,25
P002535,S002644,2025-09-30,1313.54,107
P002536,S002645,2025-04-12,201.97,87
P002537,S002646,2025-10-12,76.37,61
P002538,S002647,2026-02-09,568.62,111
P002539,S002648,2026-03-22,55.86,91
P002540,S002649,2025-08-15,384.83,102
P002541,S002650,2026-03-11,802.12,112
P002542,S002651,2026-02-15,303.28,78
P002543,S002652,2026-04-03,434.97,94
P002544,S002653,2025-07-30,245.53,62
P002545,S002654,2026-02-16,300.19,92
P002546,S002655,2025-11-17,501.49,112
P002547,S002656,2025-05-05,600.01,97
P002548,S002657,2025-07-24,488.35,104
P002549,S002658,2025-12-20,249.46,103
P002550,S002659,2025-06-06,99.27,64
P002551,S002660,2025-09-05,1116.5,88
P002552,S002661,2025-11-08,3068.97,21
P002553,S002662,2025-06-07,745.56,100
P002554,S002663,2025-10-14,733.63,98
P002555,S002665,2025-10-24,1179.92,100
P002556,S002666,2025-07-05,354.37,89
P002557,S002667,2026-03-27,696.38,98
P002558,S002668,2025-05-06,277.71,98
P002559,S002669,2026-03-27,307.24,96
P002560,S002670,2026-01-30,552.04,103
P002561,S002671,2026-02-21,770.82,104
P002562,S002672,2026-02-19,863.4,102
P002563,S002673,2025-06-14,157.76,88
P002564,S002674,2026-03-13,127.06,87
P002565,S002675,2025-11-13,868.42,98
P002566,S002676,2026-04-05,955.48,108
P002567,S002677,2026-03-02,17.44,35
P002568,S002678,2025-11-24,534.7,111
P002569,S002679,2025-06-23,24.49,18
P002570,S002680,2025-05-06,895.57,82
P002571,S002681,2025-05-19,360.06,95
P002572,S002682,2025-08-26,822.45,94
P002573,S002683,2026-01-15,150.85,83
P002574,S002684,2025-10-12,263.96,81
P002575,S002685,2025-10-07,42.08,44
P002576,S002686,2025-07-07,374.43,83
P002577,S002687,2025-11-11,651.81,108
P002578,S002688,2025-11-30,196.34,86
P002579,S002689,2026-04-09,637.71,103
P002580,S002690,2026-01-08,19.06,83
P002581,S002691,2025-11-27,927.21,107
P002582,S002692,2026-03-03,583.37,94
P002583,S002693,2025-09-19,428.87,105
P002584,S002694,2026-03-15,453.67,94
P002585,S002695,2025-08-12,288.46,86
P002586,S002696,2025-05-21,233.26,82
P002587,S002697,2025-07-27,132.69,51
P002588,S002698,2025-05-28,534.94,101
P002589,S002699,2025-06-06,863.42,111
P002590,S002700,2026-01-22,278.09,49
P002591,S002701,2026-01-30,346.24,102
P002592,S002702,2025-07-01,476.34,100
P002593,S002703,2026-02-20,937.19,107
P002594,S002704,2025-04-13,160.26,53
P002595,S002705,2025-07-28,1030.55,101
P002596,S002706,2025-12-18,737.17,92
P002597,S002707,2025-05-21,2058.61,30
P002598,S002708,2025-12-28,511.56,93
P002599,S002709,2026-02-27,676.96,89
P002600,S002710,2025-05-06,319.33,100
P002601,S002711,2025-04-11,169.5,87
P002602,S002712,2026-03-08,597.21,80
P002603,S002713,2025-10-26,680.99,108
P002604,S002714,2025-09-29,770.07,83
P002605,S002715,2025-07-27,38.95,16
P002606,S002716,2025-09-24,105.69,100
P002607,S002717,2025-12-31,602.61,112
P002608,S002718,2025-10-06,6.71,10
P002609,S002719,2025-06-05,518.32,94
P002610,S002720,2025-12-09,766.7,107
P002611,S002721,2025-11-21,551.36,79
P002612,S002722,2025-05-18,508.53,96
P002613,S002723,2025-08-28,876.51,101
P002614,S002724,2026-01-24,879.82,99
P002615,S002726,2025-06-11,212.35,108
P002616,S002727,2025-04-21,934.93,91
P002617,S002728,2025-11-09,695.76,97
P002618,S002729,2025-10-09,582.28,112
P002619,S002730,2026-03-14,179.49,87
P002620,S002731,2025-09-29,214.58,76
P002621,S002732,2026-03-25,381.79,107
P002622,S002733,2025-07-04,900.9,106
P002623,S002734,2025-09-21,1117.15,97
P002624,S002735,2025-06-09,447.56,99
P002625,S002736,2025-11-11,899.75,104
P002626,S002737,2025-06-27,357.01,109
P002627,S002738,2025-09-06,262.7,69
P002628,S002739,2025-07-30,219.91,58
P002629,S002740,2025-06-10,810.58,90
P002630,S002741,2025-05-20,985.73,101
P002631,S002742,2025-10-03,179.51,87
P002632,S002743,2026-03-21,481.54,81
P002633,S002744,2025-06-11,765.56,85
P002634,S002745,2025-09-03,899.39,98
P002635,S002746,2025-06-09,598.71,76
P002636,S002747,2026-01-27,74.79,43
P002637,S002748,2025-09-11,246.58,93
P002638,S002749,2026-04-10,295.5,103
P002639,S002750,2025-07-22,664.01,112
P002640,S002751,2025-05-07,109.16,74
P002641,S002752,2025-11-12,396.92,100
P002642,S002753,2025-12-14,854.61,110
P002643,S002754,2026-04-10,944.98,102
P002644,S002755,2026-02-21,868.61,98
P002645,S002756,2026-02-03,140.6,67
P002646,S002757,2025-12-08,295.32,110
